id,user_id,user_gender,user_age,article_id,category_id,avg_expending,weekday_id,hour_id
257,97,1,54,5,2,88.0,5,19
258,159,1,26,8,3,315.0,3,17
259,109,2,59,9,3,92.0,2,10
260,81,1,44,16,4,213.0,4,6
261,24,1,32,12,4,119.0,6,0
262,89,1,59,2,1,289.0,7,16
263,149,2,39,3,1,340.0,6,13
264,104,1,25,6,2,33.0,7,23
265,129,2,39,9,3,264.0,5,15
266,154,2,28,17,1,289.0,2,15
267,154,2,28,14,2,254.0,7,22
268,101,1,53,6,2,304.0,5,4
269,73,2,20,20,4,19.0,5,12
270,193,1,57,18,2,141.0,3,20
271,97,1,54,4,2,307.0,3,2
272,30,1,52,17,1,331.0,6,14
273,178,1,45,3,1,325.0,5,10
274,21,2,47,19,3,333.0,2,16
275,111,2,37,18,2,277.0,5,24
276,72,1,45,6,2,208.0,4,12
277,0,2,47,4,2,208.0,5,11
278,9,2,39,3,1,223.0,1,21
279,196,2,23,16,4,127.0,1,9
280,91,1,21,11,4,174.0,7,19
281,59,2,49,16,4,233.0,6,17
282,125,1,31,18,2,265.0,6,14
283,94,2,28,11,4,170.0,2,10
284,193,1,57,2,1,77.0,6,9
285,80,1,38,12,4,103.0,5,21
286,146,2,34,12,4,274.0,4,23
287,165,2,42,4,2,195.0,1,17
288,60,2,45,18,2,45.0,2,24
289,198,2,40,10,4,256.0,4,21
290,119,2,29,7,3,159.0,4,20
291,155,1,31,5,2,47.0,2,18
292,194,2,43,4,2,12.0,3,18
293,114,1,50,5,2,236.0,4,14
294,44,2,56,1,1,265.0,2,8
295,66,1,22,20,4,156.0,7,24
296,161,2,29,16,4,213.0,6,3
297,159,1,26,19,3,5.0,7,17
298,57,1,25,3,1,222.0,7,6
299,156,2,38,7,3,119.0,3,23
300,106,1,57,10,4,159.0,3,14
301,59,2,49,18,2,301.0,5,22
302,165,2,42,1,1,199.0,5,14
303,80,1,38,17,1,293.0,1,11
304,37,1,36,6,2,44.0,4,14
305,9,2,39,20,4,299.0,1,0
306,109,2,59,8,3,398.0,4,22
307,58,1,22,12,4,210.0,3,12
308,30,1,52,5,2,263.0,1,6
309,100,1,22,15,3,222.0,2,8
310,68,2,43,2,1,298.0,5,7
311,158,1,23,18,2,138.0,3,9
312,47,1,29,12,4,365.0,5,10
313,49,1,48,14,2,197.0,1,7
314,103,1,36,7,3,52.0,3,7
315,58,1,22,6,2,120.0,5,24
316,98,2,20,6,2,298.0,1,8
317,56,1,35,15,3,348.0,7,14
318,196,2,23,9,3,140.0,5,15
319,15,2,60,11,4,320.0,5,5
320,76,1,27,13,1,223.0,3,5
321,13,1,43,20,4,153.0,6,0
322,159,1,26,15,3,123.0,2,6
323,52,2,25,3,1,62.0,6,8
324,68,2,43,13,1,222.0,3,13
325,130,1,53,19,3,202.0,6,17
326,105,1,41,19,3,200.0,4,16
327,45,1,60,1,1,323.0,2,1
328,115,2,39,3,1,281.0,5,1
329,62,2,22,2,1,195.0,4,22
330,70,2,57,6,2,214.0,3,4
331,73,2,20,14,2,139.0,2,14
332,77,1,35,7,3,379.0,1,1
333,197,2,35,12,4,371.0,1,23
334,68,2,43,15,3,143.0,2,10
335,71,1,41,11,4,26.0,1,22
336,7,1,23,11,4,210.0,5,22
337,121,1,23,18,2,223.0,2,21
338,26,1,22,2,1,333.0,3,15
339,118,2,53,17,1,62.0,4,1
340,176,1,31,5,2,354.0,1,18
341,66,1,22,17,1,314.0,5,8
342,25,2,48,5,2,380.0,3,11
343,81,1,44,3,1,134.0,2,16
344,77,1,35,12,4,55.0,7,2
345,53,1,33,7,3,27.0,7,23
346,8,2,54,10,4,284.0,3,5
347,192,2,21,16,4,7.0,4,18
348,61,1,51,7,3,343.0,6,1
349,177,2,42,12,4,312.0,4,19
350,198,2,40,7,3,205.0,1,11
351,122,1,59,20,4,23.0,1,4
352,104,1,25,8,3,57.0,4,13
353,138,1,44,6,2,100.0,3,2
354,190,1,59,13,1,86.0,5,17
355,36,1,35,5,2,76.0,2,17
356,37,1,36,17,1,264.0,1,0
357,151,2,58,17,1,210.0,6,17
358,108,2,48,7,3,22.0,2,22
359,72,1,45,17,1,223.0,2,11
360,72,1,45,9,3,211.0,5,2
361,146,2,34,14,2,343.0,3,22
362,88,2,30,3,1,117.0,4,7
363,53,1,33,1,1,271.0,5,22
364,73,2,20,4,2,292.0,4,18
365,198,2,40,8,3,323.0,4,24
366,56,1,35,18,2,323.0,5,20
367,124,2,31,7,3,11.0,1,5
368,41,2,52,15,3,272.0,2,20
369,60,2,45,6,2,329.0,1,5
370,175,1,22,5,2,338.0,5,22
371,185,2,40,10,4,394.0,4,10
372,55,2,50,19,3,262.0,6,6
373,178,1,45,15,3,400.0,4,3
374,32,1,27,6,2,224.0,4,6
375,163,2,42,11,4,146.0,4,9
376,17,2,36,13,1,255.0,1,3
377,23,2,44,6,2,92.0,1,0
378,68,2,43,3,1,372.0,6,19
379,57,1,25,19,3,146.0,5,8
380,14,2,32,14,2,91.0,2,21
381,6,1,53,2,1,263.0,3,13
382,120,2,40,17,1,111.0,4,13
383,97,1,54,18,2,192.0,6,24
384,49,1,48,12,4,12.0,4,13
385,110,2,44,11,4,285.0,1,14
386,53,1,33,7,3,398.0,4,15
387,82,2,43,14,2,38.0,3,0
388,10,2,26,5,2,394.0,2,10
389,181,2,21,5,2,124.0,4,5
390,119,2,29,7,3,311.0,7,20
391,12,2,33,11,4,298.0,5,11
392,95,1,41,1,1,378.0,5,20
393,151,2,58,5,2,109.0,7,13
394,78,2,29,8,3,236.0,1,11
395,4,1,58,13,1,391.0,2,14
396,165,2,42,8,3,22.0,2,14
397,128,2,28,17,1,198.0,4,18
398,146,2,34,20,4,218.0,1,3
399,85,1,36,7,3,333.0,3,1
400,147,2,46,13,1,254.0,1,21
401,68,2,43,17,1,385.0,6,9
402,58,1,22,18,2,169.0,3,4
403,152,2,29,18,2,363.0,1,3
404,134,1,52,8,3,372.0,7,8
405,146,2,34,18,2,152.0,1,16
406,148,1,41,16,4,222.0,6,7
407,80,1,38,19,3,42.0,3,16
408,140,1,47,11,4,379.0,6,15
409,158,1,23,18,2,125.0,4,5
410,149,2,39,7,3,76.0,6,1
411,69,1,41,16,4,203.0,6,15
412,72,1,45,16,4,318.0,7,3
413,39,2,58,16,4,145.0,3,9
414,77,1,35,11,4,200.0,7,5
415,0,2,47,15,3,282.0,3,8
416,101,1,53,7,3,52.0,5,18
417,35,2,21,6,2,72.0,6,8
418,169,1,49,2,1,266.0,6,14
419,142,2,44,5,2,76.0,7,19
420,176,1,31,15,3,311.0,4,4
421,37,1,36,5,2,273.0,1,0
422,192,2,21,6,2,364.0,4,0
423,150,1,47,19,3,328.0,6,3
424,180,1,42,13,1,110.0,5,6
425,2,2,20,17,1,35.0,2,21
426,184,2,24,16,4,37.0,4,0
427,16,1,46,5,2,75.0,3,16
428,105,1,41,1,1,191.0,7,12
429,162,2,29,4,2,102.0,5,5
430,108,2,48,13,1,362.0,1,12
431,147,2,46,20,4,13.0,3,10
432,92,1,26,15,3,300.0,6,10
433,188,2,46,12,4,155.0,4,7
434,66,1,22,1,1,88.0,2,3
435,35,2,21,17,1,71.0,3,17
436,78,2,29,1,1,350.0,2,10
437,79,1,40,9,3,103.0,4,16
438,29,1,48,16,4,133.0,6,1
439,55,2,50,13,1,292.0,2,22
440,163,2,42,5,2,70.0,6,21
441,38,2,57,1,1,119.0,1,1
442,73,2,20,18,2,320.0,6,23
443,97,1,54,1,1,212.0,4,21
444,162,2,29,8,3,108.0,3,11
445,10,2,26,12,4,121.0,7,22
446,28,1,35,6,2,76.0,2,19
447,171,2,35,7,3,396.0,6,19
448,23,2,44,20,4,313.0,7,5
449,130,1,53,17,1,197.0,3,15
450,107,1,22,6,2,205.0,6,20
451,6,1,53,7,3,24.0,1,11
452,61,1,51,3,1,204.0,3,22
453,115,2,39,10,4,262.0,2,23
454,10,2,26,4,2,201.0,7,24
455,146,2,34,12,4,154.0,3,11
456,134,1,52,5,2,1.0,2,19
457,120,2,40,17,1,11.0,2,9
458,66,1,22,12,4,28.0,4,17
459,109,2,59,5,2,374.0,3,22
460,176,1,31,6,2,354.0,3,2
461,34,1,24,4,2,42.0,6,3
462,29,1,48,12,4,87.0,7,1
463,10,2,26,6,2,210.0,7,18
464,175,1,22,10,4,164.0,1,24
465,49,1,48,12,4,385.0,5,4
466,122,1,59,15,3,16.0,5,11
467,180,1,42,12,4,235.0,5,21
468,144,2,47,19,3,103.0,3,3
469,121,1,23,20,4,373.0,3,11
470,167,1,35,7,3,32.0,3,12
471,17,2,36,2,1,209.0,3,7
472,33,1,42,4,2,396.0,3,18
473,91,1,21,5,2,231.0,1,12
474,45,1,60,8,3,47.0,7,10
475,1,1,50,6,2,200.0,7,4
476,71,1,41,2,1,225.0,1,24
477,14,2,32,18,2,225.0,2,19
478,35,2,21,1,1,296.0,1,24
479,73,2,20,11,4,87.0,4,23
480,53,1,33,15,3,123.0,6,20
481,0,2,47,14,2,349.0,5,17
482,9,2,39,18,2,183.0,4,24
483,64,1,40,8,3,325.0,4,13
484,13,1,43,10,4,115.0,3,1
485,21,2,47,13,1,183.0,1,23
486,71,1,41,9,3,381.0,3,11
487,147,2,46,13,1,207.0,2,17
488,32,1,27,6,2,388.0,2,22
489,154,2,28,1,1,158.0,2,9
490,51,1,59,15,3,282.0,7,5
491,87,2,35,7,3,350.0,1,5
492,1,1,50,1,1,13.0,2,14
493,2,2,20,20,4,379.0,6,11
494,118,2,53,14,2,355.0,1,11
495,188,2,46,14,2,202.0,4,21
496,54,2,58,6,2,215.0,1,22
497,60,2,45,8,3,120.0,6,14
498,168,2,25,19,3,40.0,4,1
499,64,1,40,1,1,296.0,2,3
500,93,2,49,13,1,82.0,1,11
501,24,1,32,18,2,162.0,4,16
502,105,1,41,10,4,331.0,4,15
503,1,1,50,20,4,372.0,7,7
504,143,1,27,15,3,26.0,1,10
505,189,2,26,2,1,273.0,4,5
506,190,1,59,5,2,230.0,2,12
507,37,1,36,5,2,149.0,4,14
508,132,2,41,1,1,230.0,2,14
509,96,1,45,4,2,133.0,6,12
510,169,1,49,13,1,351.0,1,0
511,39,2,58,15,3,378.0,6,5
512,138,1,44,16,4,346.0,5,15
513,114,1,50,11,4,169.0,6,23
514,23,2,44,13,1,73.0,1,14
515,196,2,23,18,2,399.0,3,8
516,109,2,59,7,3,377.0,3,22
517,177,2,42,9,3,152.0,2,24
518,5,2,26,18,2,66.0,4,4
519,169,1,49,20,4,246.0,3,23
520,154,2,28,16,4,225.0,4,11
521,104,1,25,5,2,350.0,5,8
522,69,1,41,17,1,135.0,1,0
523,94,2,28,9,3,348.0,2,10
524,20,2,51,12,4,357.0,4,9
525,92,1,26,12,4,4.0,3,3
526,10,2,26,3,1,19.0,5,22
527,90,1,37,1,1,241.0,2,21
528,147,2,46,13,1,290.0,5,3
529,102,1,45,5,2,236.0,5,2
530,79,1,40,7,3,233.0,4,0
531,98,2,20,1,1,138.0,2,12
532,184,2,24,20,4,296.0,2,20
533,89,1,59,3,1,325.0,6,12
534,59,2,49,15,3,116.0,4,4
535,62,2,22,1,1,321.0,6,15
536,75,1,51,4,2,113.0,7,10
537,156,2,38,7,3,258.0,6,4
538,29,1,48,11,4,300.0,2,6
539,37,1,36,5,2,41.0,4,12
540,118,2,53,14,2,278.0,2,11
541,65,1,49,18,2,41.0,2,16
542,21,2,47,10,4,297.0,6,0
543,56,1,35,18,2,212.0,4,3
544,66,1,22,16,4,188.0,5,7
545,49,1,48,19,3,384.0,4,14
546,176,1,31,9,3,35.0,1,16
547,6,1,53,18,2,127.0,4,4
548,130,1,53,20,4,116.0,6,19
549,122,1,59,4,2,393.0,2,23
550,75,1,51,3,1,173.0,1,22
551,137,2,50,8,3,31.0,5,3
552,56,1,35,12,4,73.0,2,3
553,68,2,43,14,2,368.0,1,13
554,64,1,40,8,3,291.0,4,9
555,183,2,39,6,2,267.0,4,1
556,161,2,29,6,2,373.0,1,10
557,36,1,35,7,3,273.0,7,4
558,4,1,58,13,1,190.0,2,2
559,113,2,47,12,4,78.0,7,5
560,72,1,45,3,1,23.0,4,10
561,154,2,28,7,3,316.0,1,10
562,145,1,30,8,3,78.0,7,12
563,139,2,23,20,4,320.0,6,24
564,7,1,23,2,1,9.0,2,0
565,65,1,49,6,2,146.0,6,10
566,98,2,20,17,1,4.0,7,10
567,66,1,22,14,2,250.0,1,9
568,117,1,47,9,3,399.0,5,15
569,119,2,29,10,4,92.0,6,22
570,42,2,29,17,1,271.0,5,15
571,37,1,36,14,2,187.0,2,21
572,55,2,50,17,1,267.0,7,8
573,181,2,21,5,2,179.0,1,5
574,27,1,25,13,1,344.0,5,3
575,53,1,33,9,3,140.0,1,18
576,1,1,50,4,2,137.0,1,15
577,60,2,45,8,3,140.0,1,22
578,60,2,45,17,1,52.0,6,21
579,117,1,47,5,2,144.0,1,20
580,173,1,34,17,1,353.0,1,0
581,161,2,29,1,1,357.0,4,3
582,27,1,25,3,1,135.0,2,16
583,10,2,26,13,1,118.0,7,15
584,22,2,39,9,3,151.0,7,14
585,143,1,27,14,2,117.0,3,2
586,196,2,23,11,4,288.0,2,13
587,167,1,35,20,4,67.0,5,7
588,150,1,47,1,1,260.0,4,3
589,153,2,52,14,2,316.0,1,4
590,59,2,49,20,4,44.0,6,4
591,111,2,37,15,3,24.0,5,2
592,76,1,27,7,3,164.0,6,14
593,40,2,28,14,2,189.0,7,4
594,145,1,30,5,2,247.0,6,1
595,50,1,41,3,1,67.0,1,14
596,14,2,32,3,1,241.0,5,2
597,44,2,56,3,1,30.0,1,3
598,160,2,47,15,3,76.0,1,0
599,0,2,47,10,4,63.0,6,23
600,94,2,28,16,4,108.0,1,17
601,150,1,47,1,1,295.0,5,16
602,195,1,20,12,4,145.0,3,19
603,160,2,47,17,1,159.0,6,10
604,126,1,40,7,3,351.0,4,11
605,10,2,26,2,1,265.0,1,7
606,37,1,36,20,4,279.0,4,24
607,122,1,59,8,3,285.0,1,10
608,184,2,24,16,4,260.0,7,20
609,158,1,23,20,4,281.0,1,16
610,85,1,36,8,3,356.0,1,3
611,187,2,29,20,4,209.0,2,6
612,162,2,29,1,1,348.0,2,20
613,108,2,48,9,3,138.0,2,8
614,11,1,51,3,1,347.0,3,18
615,92,1,26,18,2,60.0,1,3
616,83,1,52,2,1,48.0,2,17
617,171,2,35,6,2,301.0,4,9
618,99,1,37,3,1,265.0,5,17
619,131,1,22,4,2,299.0,3,0
620,56,1,35,3,1,138.0,4,6
621,17,2,36,9,3,108.0,7,9
622,118,2,53,14,2,75.0,2,22
623,45,1,60,16,4,177.0,5,15
624,169,1,49,16,4,20.0,6,16
625,149,2,39,12,4,230.0,2,10
626,177,2,42,19,3,261.0,5,23
627,56,1,35,6,2,66.0,6,9
628,195,1,20,7,3,298.0,7,3
629,151,2,58,14,2,338.0,4,16
630,134,1,52,15,3,301.0,4,1
631,184,2,24,12,4,324.0,3,13
632,3,2,38,1,1,13.0,2,16
633,115,2,39,6,2,147.0,2,20
634,94,2,28,1,1,2.0,5,14
635,97,1,54,1,1,67.0,2,10
636,121,1,23,16,4,160.0,7,6
637,42,2,29,6,2,86.0,2,10
638,35,2,21,18,2,257.0,3,18
639,103,1,36,1,1,218.0,6,20
640,123,2,47,3,1,379.0,7,16
641,121,1,23,11,4,266.0,1,8
642,87,2,35,14,2,139.0,5,21
643,177,2,42,14,2,155.0,7,1
644,82,2,43,14,2,254.0,5,12
645,101,1,53,12,4,155.0,7,0
646,19,1,57,15,3,62.0,3,10
647,159,1,26,16,4,386.0,3,14
648,101,1,53,3,1,208.0,5,21
649,177,2,42,14,2,128.0,5,3
650,71,1,41,16,4,245.0,6,17
651,136,2,57,6,2,338.0,7,16
652,52,2,25,10,4,103.0,3,18
653,65,1,49,2,1,227.0,6,1
654,166,1,57,12,4,319.0,2,2
655,114,1,50,12,4,305.0,1,19
656,104,1,25,3,1,195.0,1,12
657,167,1,35,19,3,44.0,6,0
658,23,2,44,18,2,385.0,1,1
659,119,2,29,3,1,29.0,3,18
660,109,2,59,20,4,389.0,3,15
661,160,2,47,18,2,110.0,6,21
662,82,2,43,8,3,365.0,4,16
663,44,2,56,1,1,259.0,2,13
664,41,2,52,20,4,282.0,4,2
665,11,1,51,11,4,28.0,6,19
666,161,2,29,5,2,144.0,6,21
667,116,1,41,12,4,202.0,2,19
668,87,2,35,6,2,293.0,5,12
669,33,1,42,8,3,251.0,4,21
670,155,1,31,15,3,232.0,5,11
671,175,1,22,13,1,20.0,1,0
672,164,1,24,16,4,16.0,1,13
673,85,1,36,3,1,154.0,3,10
674,47,1,29,9,3,175.0,7,22
675,121,1,23,18,2,111.0,2,3
676,144,2,47,15,3,273.0,5,15
677,147,2,46,3,1,27.0,1,8
678,115,2,39,15,3,350.0,7,18
679,145,1,30,7,3,368.0,5,12
680,29,1,48,15,3,332.0,2,11
681,156,2,38,2,1,373.0,6,8
682,4,1,58,17,1,340.0,5,17
683,176,1,31,5,2,97.0,1,12
684,84,1,34,11,4,59.0,7,14
685,2,2,20,16,4,157.0,6,16
686,129,2,39,10,4,325.0,4,19
687,80,1,38,20,4,335.0,2,7
688,72,1,45,5,2,366.0,6,20
689,119,2,29,17,1,259.0,3,22
690,49,1,48,19,3,239.0,3,23
691,173,1,34,4,2,206.0,2,18
692,198,2,40,13,1,134.0,3,11
693,184,2,24,4,2,74.0,1,4
694,98,2,20,8,3,284.0,3,1
695,42,2,29,9,3,395.0,6,18
696,135,1,51,13,1,34.0,4,2
